name,nig,h,m,s,dd,dm,ds,V,B,kkk
* tet Cep,--,20,29,34.865,62,59,38.62,4.22,4.42,
*  69 Aql,--,20,29,39,-2,53,7.92,4.9,6.065,
* omi Cap, A               ,20,29,53.909,-18,34,59.46,5.897,5.969,
HD 196142,--,20,30,0.719,72,31,54.12,6.221,7.571,
* ome01 C,yg               ,20,30,3.54,48,57,5.64,4.936,4.835,
*   1 Del,--,20,30,17.961,10,53,45.32,6.08,6.05,
HD 195206,--,20,30,56.8,-29,6,45.58,6.343,6.559,
HD 195479,--,20,30,58.155,20,36,22.13,6.217,6.35,
*  44 Cyg,--,20,30,59.23,36,56,9.02,6.18,7.19,
HD 195330,--,20,31,4.307,-15,3,22.2,6.114,6.892,
* ome02 C,yg               ,20,31,18.816,49,13,13.06,5.44,6.99,
HD 195820,--,20,31,21.152,52,18,34.28,6.207,7.238,
*  73 Dra,--,20,31,30.389,74,57,16.6,5.185,5.271,
HD 195690,--,20,31,36.264,34,19,49.34,6.467,6.885,
HD 195964,--,20,31,46.511,56,46,47.49,6.141,7.596,
HD 195693,--,20,31,58.214,25,48,17.92,6.362,6.628,
HD 195617,--,20,32,20.414,2,7,58.09,6.46,7.99,
HD 195564,--,20,32,23.695,-9,51,12.19,5.65,6.34,
HD 195549,--,20,32,52.36,-24,56,37.78,6.339,6.34,
* eps Del,--,20,33,12.772,11,18,11.74,4.03,3.9,
HD 193721,--,20,33,17.656,-80,57,53.61,5.767,6.888,
*  47 Cyg,--,20,33,54.188,35,15,3.03,4.636,6.145,
V* V2015 ,Cyg              ,20,33,54.843,46,41,37.87,5.769,5.626,
* nu. Mic,--,20,33,55.072,-44,30,57.77,5.118,6.117,
* eta Del,--,20,33,57.051,13,1,38.03,5.38,5.453,
HD 195909,--,20,33,59.922,4,53,55.22,6.418,7.438,
HD 196035,--,20,34,9.983,20,59,6.67,6.47,6.336,
HD 195838,--,20,34,11.696,-13,43,15.93,6.116,6.644,
HD 195843,--,20,34,47.391,-30,28,24.5,6.402,6.331,
HD 196379,--,20,34,50.404,51,51,15.2,6.18,6.494,
HD 195814,--,20,34,55.476,-38,5,23.61,6.432,6.692,
HD 195190,--,20,35,6.271,-71,11,19.61,6.4,7.7,
* zet Del,--,20,35,18.536,14,40,27.17,4.647,4.738,
HD 196078,--,20,35,32.257,-16,31,33.17,6.177,6.377,
* phi01 P,av               ,20,35,34.849,-60,34,54.31,4.745,5.036,
HD 195902,--,20,35,47.808,-44,20,15.43,6.37,7.31,
HD 195402,--,20,35,51.72,-69,36,38.11,6.084,7.373,
*  26 Vul,--,20,36,8.34,25,52,57.56,6.406,6.544,
HD 195772,--,20,36,38.312,-63,7,15.55,6.34,6.73,
*  70 Aql,--,20,36,43.634,-2,32,59.83,4.88,6.475,
*  27 Vul,--,20,37,4.673,26,27,43,5.583,5.528,
HD 196426,--,20,37,18.382,0,5,49.06,6.211,6.112,
HD 196642,--,20,37,23.584,38,19,43.2,6.202,7.22,
*  48 Cyg,--,20,37,31.778,31,34,21.14,6.304,6.213,
HD 196629,--,20,37,32.71,31,31,18.88,6.496,6.841,
* bet Del,--,20,37,32.941,14,35,42.32,3.63,4.07,
* alf Ind,--,20,37,34.032,-47,17,29.4,3.11,4.11,
* rho Pav,--,20,37,35.313,-61,31,47.71,4.849,5.29,
* iot Del,--,20,37,49.12,11,22,39.62,5.418,5.466,
HD 196385,--,20,37,52.229,-25,6,33.18,6.377,6.684,
V* EU Del,--,20,37,54.727,18,16,6.87,5.89,7.38,
HD 194612,--,20,38,18.606,-81,17,20.63,5.889,7.598,
* l Aql  ,--,20,38,20.283,-1,6,18.44,4.33,5.29,
*  29 Vul,--,20,38,31.329,21,12,4.38,4.82,4.8,
*  28 Vul,--,20,38,31.914,24,6,57.44,5.049,4.915,
HR  7895 ,--,20,38,34.992,23,40,49.79,5.929,6.888,
* tet Del,--,20,38,43.986,13,18,54.45,5.71,7.23,
HD 196852,--,20,38,59.516,30,20,3.36,5.673,6.757,
HD 197101,--,20,39,0.181,56,0,17.45,6.45,6.81,
HD 196775,--,20,39,4.968,15,50,17.51,5.98,5.82,
HD 196676,--,20,39,5.861,-4,55,46.25,6.45,7.49,
HD 196821,--,20,39,10.649,21,49,2.78,6.075,6.027,
HD 196712,--,20,39,13.251,-2,24,46.72,6.22,6.124,
*   1 Aqr,--,20,39,24.893,0,29,11.13,5.153,6.204,
HD 197018,--,20,39,33.316,40,34,46.78,6.095,5.964,
* alf Del,--,20,39,38.287,15,54,43.46,3.8,3.74,
HD 196317,--,20,39,51.758,-62,54,28.2,6.225,7.324,
HD 196885,--,20,39,51.875,11,14,58.7,6.385,6.92,
* phi02 P,av               ,20,40,2.638,-60,32,56.02,5.121,5.63,
* ups Cap,--,20,40,2.945,-18,8,19.17,5.1,6.76,
HD 197139,--,20,40,3.159,43,27,31.96,5.965,7.156,
HD 196761,--,20,40,11.755,-23,46,25.92,6.37,7.09,
HD 196737,--,20,40,19.828,-33,25,54.65,5.466,6.599,
HD 196857,--,20,40,32.519,-16,7,27.03,5.799,6.779,
HD 196815,--,20,40,35.901,-26,38,42.6,6.5,7.089,
HD 197120,--,20,40,36.278,29,48,19.99,6.03,6.19,
HD 197076,--,20,40,45.141,19,56,7.93,6.44,7.06,
HD 196748,--,20,40,55.625,-42,23,48.08,6.26,7.19,
HD 197226,--,20,41,0.364,39,4,56.36,6.497,6.384,
*  49 Cyg,--,20,41,2.542,32,18,26.24,5.638,6.672,
*  10 Del,--,20,41,16.208,14,34,58.36,5.998,7.247,
HD 196917,--,20,41,23.658,-31,35,53.84,5.74,7.286,
HD 196947,--,20,41,24.261,-25,59,59.68,6.29,7.515,
V* AV Mic,--,20,41,24.665,-42,8,1.62,6.35,7.88,
* alf Cyg,--,20,41,25.915,45,16,49.22,1.25,1.34,
* mu.02 O,ct               ,20,41,44.101,-75,21,2.88,6.44,7.05,
HD 197392,--,20,41,56.502,41,43,0.74,5.664,5.55,
* ups Pav,--,20,41,57.076,-66,45,38.45,5.134,5.068,
V* LU Del,--,20,41,58.165,17,31,17.36,6.238,7.179,
* mu.01 O,ct               ,20,42,2.987,-76,10,50.13,5.977,6.43,
*  51 Cyg,--,20,42,12.624,50,20,24.04,5.401,5.286,
V* HR Del,--,20,42,20.347,19,9,39.3,3.7,2.46,
*  76 Dra,--,20,42,35.235,82,31,52.15,5.75,5.74,
HD 197734,--,20,42,39.685,60,36,4.75,6.16,6.187,
HD 197093,--,20,42,52.961,-39,33,31.79,6.289,7.355,
*   4 Cep,--,20,43,11.02,66,39,26.81,5.6,5.81,
V* V379 C,ep               ,20,43,13.684,57,6,50.37,6.334,6.591,
V* X Cyg ,--,20,43,24.192,35,35,16.08,6.47,7.7,
* del Del,--,20,43,27.533,15,4,28.48,4.417,4.701,
* eta Ind,--,20,44,2.334,-51,55,15.5,4.495,4.767,
V* V414 C,ep               ,20,44,22.052,56,29,18.24,5.95,7.6,
HD 198236,--,20,44,33.031,69,45,6.52,6.48,7.46,
*  30 Vul,--,20,44,52.504,25,16,14.25,4.91,6.1,
* bet Pav,--,20,44,57.494,-66,12,11.57,3.408,3.577,
HD 197540,--,20,45,13.12,-27,14,50.21,6.492,7.432,
* eta Cep,--,20,45,17.376,61,50,19.62,3.41,4.32,
V* U Del ,--,20,45,28.235,18,5,24.12,6.38,8.06,
*  52 Cyg,--,20,45,39.753,30,43,10.98,4.23,5.29,
* psi Cap,--,20,46,5.733,-25,16,15.23,4.122,4.538,
*  17 Cap,--,20,46,9.988,-21,30,50.53,5.902,5.958,
* eps Cyg,--,20,46,12.682,33,58,12.92,2.48,3.52,
HD 197649,--,20,46,18.606,-36,7,12.56,6.481,6.889,
HD 197630,--,20,46,20.067,-39,11,57.36,5.47,5.382,
HD 198181,--,20,46,21.205,52,59,43.07,6.341,7.482,
HD 198151,--,20,46,38.592,46,31,54.08,6.303,6.359,
* gam02 D,el               ,20,46,39.499,16,7,27.44,4.27,5.31,
HD 197954,--,20,47,3.561,-2,29,12.88,6.26,7.845,
V* T Cyg ,--,20,47,10.752,34,22,26.84,4.93,6.224,
HD 198237,--,20,47,20.768,45,34,47.76,6.411,8.023,
* lam Cyg,--,20,47,24.538,36,29,26.57,4.54,4.43,
HD 199437,--,20,47,33.454,80,33,8.13,5.371,6.509,
* eps Aqr,--,20,47,40.553,-9,29,44.79,3.77,3.77,
* k Aqr  ,--,20,47,44.239,-5,1,39.72,4.44,6.11,
HD 198070,--,20,47,47.878,3,18,23.27,6.4,6.38,
*  13 Del,--,20,47,48.333,6,0,29.55,5.612,5.6,
HD 198345,--,20,47,49.287,47,49,54.73,5.586,7.06,
HD 197900,--,20,48,18.436,-44,11,48.6,6.477,7.66,
* iot Mic,--,20,48,29.148,-43,59,18.64,5.13,5.48,
HD 198513,--,20,48,42.742,51,54,37.18,6.372,6.277,
*  55 Cyg,--,20,48,56.291,46,6,50.88,4.86,5.28,
V* IQ Aqr,--,20,49,17.237,0,33,48.02,6.36,7.76,
HD 198781,--,20,49,17.391,64,2,32.13,6.451,6.472,
HD 198174,--,20,49,17.612,-25,46,52.48,5.849,5.766,
* sig Pav,--,20,49,18.171,-68,46,35.47,5.407,6.545,
HD 198208,--,20,49,20.543,-18,2,9.08,6.193,7.601,
* zet Ind,--,20,49,28.962,-46,13,36.61,4.882,6.39,
*  15 Del,--,20,49,37.767,12,32,42.46,5.991,6.421,
*  14 Del,--,20,49,48.26,7,51,51.06,6.318,6.329,
HD 198625,--,20,49,54.643,46,39,40.81,6.333,6.269,
* alf Mic,--,20,49,58.077,-33,46,47,4.89,5.879,
HD 198404,--,20,49,59.091,5,32,40.49,6.188,7.183,
HD 198431,--,20,50,41.777,-12,32,41.65,5.872,6.948,
HD 198356,--,20,50,47.148,-32,3,16.58,6.405,7.933,
HD 198357,--,20,51,0.758,-37,54,48,5.5,6.889,
*   4 Aqr,--,20,51,25.748,-5,37,35.87,6.07,6.48,
V* T Vul ,--,20,51,28.238,28,15,1.82,5.77,6.49,
* iot Ind,--,20,51,30.05,-51,36,29.46,5.044,6.153,
* ome Cap,--,20,51,49.291,-26,55,8.89,4.12,5.75,
* bet Mic,--,20,51,58.762,-33,10,40.71,6.055,6.073,
HD 198820,--,20,52,0.389,32,50,56.03,6.44,6.29,
*  31 Vul,--,20,52,7.684,27,5,49,4.568,5.399,
*   5 Aqr,--,20,52,8.694,-5,30,25.42,5.554,5.46,
* mu. Aqr,--,20,52,39.233,-8,58,59.95,4.717,5.034,
HD 198802,--,20,53,5.598,-11,34,25.16,6.389,7.037,
HD 198976,--,20,53,7.367,29,38,56.76,6.355,7.443,
*  57 Cyg,--,20,53,14.755,44,23,14.14,4.77,4.63,
HD 199098,--,20,53,18.569,45,10,54.05,5.462,6.55,
HD 198751,--,20,53,24.961,-30,43,8.23,6.342,7.459,
HD 198716,--,20,53,40.185,-39,48,35.52,5.334,6.65,
HD 199101,--,20,53,53.891,33,26,16.4,5.47,6.99,
HD 198949,--,20,53,58.387,-6,53,22.06,6.434,6.785,
V* BY Mic,--,20,54,6.569,-27,55,30.86,6.409,8.017,
*  32 Vul,--,20,54,33.638,28,3,27.46,5.01,6.49,
HD 198766,--,20,54,35.108,-50,43,38.43,6.219,6.103,
HD 200039,--,20,54,44.351,75,55,32.06,5.988,6.939,
*  19 Cap,--,20,54,47.816,-17,55,22.43,5.782,6.889,
* bet Ind,--,20,54,48.603,-58,27,14.96,3.65,4.9,
*  17 Del,--,20,55,36.689,13,43,17.52,5.182,6.293,
*  16 Del,--,20,55,38.57,12,34,6.86,5.54,5.65,
CCDM J205,57+0432AB        ,20,55,40.678,4,31,57.8,6.05,6.87,
HD 199478,--,20,55,49.804,47,25,3.56,5.64,6.12,
HD 199661,--,20,56,17.012,56,53,15.05,6.218,6.049,
HD 199611,--,20,56,25.478,50,43,42.95,5.82,6.157,
HD 199612,--,20,56,25.895,49,11,44.99,5.913,6.963,
HD 199579,--,20,56,34.778,44,55,29,5.96,6.01,
HD 199260,--,20,56,47.33,-26,17,46.97,5.7,6.2,
*   7 Aqr,--,20,56,54.026,-9,41,51.16,5.483,6.971,
* nu. Cyg,--,20,57,10.419,41,10,1.7,3.94,3.96,
HD 199442,--,20,57,10.578,0,27,49.6,6.047,7.282,
HD 199443,--,20,57,40.645,-16,1,53.54,5.869,6.047,
*  33 Vul,--,20,58,16.349,22,19,33.26,5.288,6.708,
HD 199870,--,20,58,19.47,44,28,17.97,5.547,6.528,
*  18 Del,--,20,58,25.934,10,50,21.43,5.506,6.432,
HD 199955,--,20,58,30.034,50,27,42.44,5.9,5.77,
HD 199892,--,20,58,30.954,41,56,23.73,6.156,6.076,
V* DV Aqr,--,20,58,41.84,-14,28,59.25,5.963,6.192,
HD 200030,--,20,59,24.619,42,19,28.07,6.465,6.377,
HD 200205,--,20,59,25.384,59,26,18.96,5.526,6.942,
*  20 Cap,--,20,59,36.14,-19,2,7.01,6.25,6.12,
* f01 Cyg,--,20,59,49.552,47,31,15.38,4.75,4.71,
HD 199684,--,20,59,59.692,-36,7,46.7,6.096,6.474,
HD 199942,--,21,0,3.993,7,30,58.3,5.995,6.261,
HD 199623,--,21,0,21.483,-51,15,55.13,5.761,6.217,
HD 200044,--,21,0,27.688,19,19,46.48,5.702,7.265,
*  11 Aqr,--,21,0,33.841,-4,43,48.94,6.192,6.819,
HD 199642,--,21,0,43.423,-53,44,20.65,6.26,7.84,
*  21 Cap,--,21,0,51.766,-17,31,51.22,6.05,7.32,
*  60 Cyg,--,21,1,10.928,46,9,20.78,5.432,5.226,
HD 200253,--,21,1,12.864,36,1,33.65,5.997,7,
* gam Mic,--,21,1,17.46,-32,15,27.96,4.654,5.529,
HD 199475,--,21,1,28.018,-68,12,34.6,6.36,6.46,
HD 200052,--,21,1,45.279,-26,52,51.6,6.037,6.101,
HD 200614,--,21,2,9.006,56,40,10.61,5.83,5.76,
HD 200465,--,21,2,20.956,39,30,32.53,6.463,7.965,
V* V1981 ,Cyg              ,21,2,24.2,44,47,27.53,6.23,7.9,
HD 200073,--,21,2,27.165,-38,31,51.49,5.94,7.05,
HR  8064 ,--,21,2,48.619,45,50,56,6.486,6.348,
* zet Mic,--,21,2,57.952,-38,37,53.21,5.305,5.715,
HD 200340,--,21,2,59.627,0,55,29.08,6.488,6.383,
HD 200430,--,21,3,1.795,14,43,48.09,6.329,7.98,
CCDM J210,31+0132AB        ,21,3,3.024,1,31,55.41,6.25,6.73,
HD 200577,--,21,3,4.839,38,39,26.68,6.097,7.105,
HD 200245,--,21,3,10.189,-27,43,53.73,6.259,7.2,
HD 200740,--,21,3,26.09,50,21,6.89,6.364,7.354,
HD 200753,--,21,3,43.467,46,51,47.29,6.31,6.563,
HD 200817,--,21,3,47.623,53,17,9.27,5.918,6.927,
HD 200723,--,21,3,52.136,41,37,41.42,6.324,6.72,
* eta Cap,--,21,4,24.301,-19,51,17.97,4.84,5.02,
*   3 Equ,--,21,4,34.651,5,30,10.3,5.585,7.277,
HD 200661,--,21,4,41.641,2,56,32.18,6.413,7.469,
* alf Oct,--,21,4,43.063,-77,1,25.57,5.15,5.64,
HD 200663,--,21,4,45.375,2,16,11.2,6.349,7.303,
* ksi Cyg,--,21,4,55.862,43,55,40.26,3.73,5.39,
* mu. Ind,--,21,5,14.249,-54,43,37.35,5.163,6.368,
HD 201908,--,21,5,29.265,78,7,35.01,5.907,5.828,
* tet Cap,--,21,5,56.828,-17,13,58.3,4.07,4.06,
* del Mic,--,21,6,1.136,-30,7,30.46,5.687,6.739,
HD 201636,--,21,6,23.302,71,25,54.47,5.877,6.253,
HD 201051,--,21,6,23.48,26,55,27.7,6.13,7.163,
HD 200763,--,21,6,24.677,-32,20,29.83,5.196,6.298,
* eta Mic,--,21,6,25.52,-41,23,9.48,5.505,6.858,
V* DT Cyg,--,21,6,30.244,31,11,4.77,5.82,6.38,
* f02 Cyg,--,21,6,36.094,47,38,54.25,4.514,6.079,
HD 200964,--,21,6,39.842,3,48,11.22,6.487,7.379,
*  61 Cyg, A               ,21,6,53.94,38,44,57.9,5.21,6.39,
*  61 Cyg, B               ,21,6,55.264,38,44,31.36,6.03,7.4,
*  24 Cap,--,21,7,7.667,-25,0,21.08,4.5,6.11,
HD 201196,--,21,7,33.644,15,39,31.16,6.26,7.29,
HD 200887,--,21,7,44.532,-45,22,46.04,6.44,6.67,
HD 201057,--,21,7,44.694,-17,27,21.25,6.17,6.14,
HD 201298,--,21,8,28.139,6,59,21.69,6.18,7.87,
HD 200751,--,21,8,32.694,-63,55,41.74,5.75,6.939,
* chi Cap,--,21,8,33.625,-21,11,37.23,5.28,5.29,
* sig Oct,--,21,8,46.843,-88,57,23.41,5.42,5.74,
HD 200525,--,21,9,22.443,-73,10,22.56,5.68,6.27,
HD 201242,--,21,9,22.328,-36,42,21.1,6.46,6.95,
*  27 Cap,--,21,9,32.999,-20,33,23.98,6.242,6.617,
* nu. Aqr,--,21,9,35.649,-11,22,18.09,4.52,5.46,
HD 201507,--,21,9,58.265,2,56,37.31,6.43,6.8,
HD 201834,--,21,10,15.571,53,33,47.17,5.747,5.63,
* gam Equ,--,21,10,20.5,10,7,53.68,4.68,4.94,
*   6 Equ,--,21,10,31.32,10,2,56.12,6.057,6.09,
HD 201567,--,21,10,46.94,-9,21,14.67,6.267,7.441,
HD 200924,--,21,11,20.931,-72,32,39.69,6.186,7.28,
V* EW Aqr,--,21,11,41.338,-14,28,20.56,6.445,6.742,
HD 202214,--,21,11,48.238,59,59,11.8,5.72,5.75,
HD 201647,--,21,12,13.713,-40,16,9.7,5.83,6.28,
* zet Cyg,--,21,12,56.186,30,13,36.9,3.21,4.2,
HD 201772,--,21,13,3.068,-39,25,29.72,5.26,5.7,
HD 201901,--,21,13,17.337,-27,37,9.61,5.388,6.823,
HD 201852,--,21,13,18.962,-36,25,24.7,5.954,6.932,
* omi Pav,--,21,13,20.501,-70,7,34.5,5.071,6.613,
HD 203501,--,21,13,21.583,81,13,51.48,6.12,6.21,
HD 202240,--,21,13,26.426,36,37,59.74,6.071,6.28,
HD 202128,--,21,13,28.787,15,58,56.63,6.252,6.496,
HD 202582,--,21,13,42.483,64,24,14.23,6.39,6.99,
HD 202314,--,21,14,10.284,29,54,3.46,6.166,7.271,
* del Equ,--,21,14,28.815,10,0,25.13,4.49,4.99,
HD 202259,--,21,14,37.049,0,5,32.12,6.39,8.03,
* tau Cyg,--,21,14,47.493,38,2,43.14,3.73,4.12,
HD 202261,--,21,15,6.617,-17,20,42.65,6.037,7.024,
HD 202135,--,21,15,14.388,-40,30,21.83,6.212,7.353,
HD 202654,--,21,15,37.178,47,58,26.38,6.441,6.301,
* phi Cap,--,21,15,37.899,-20,39,6.11,5.152,6.317,
HD 203399,--,21,15,42.448,77,0,44.27,5.898,7.452,
*  29 Cap,--,21,15,44.842,-15,10,17.42,5.317,6.894,
HD 202103,--,21,15,45.862,-53,15,47.12,5.719,5.902,
HD 202287,--,21,15,46.785,-36,12,38.56,6.14,7.57,
* alf Equ,--,21,15,49.432,5,14,52.24,3.933,4.446,
HD 202710,--,21,16,17.126,44,14,17.65,6.37,7.35,
*  14 Aqr,--,21,16,17.773,-9,12,52.79,6.46,8.03,
HD 202720,--,21,16,29.619,42,15,6.44,6.21,7.49,
HD 202554,--,21,16,39.471,-1,36,27.96,6.479,7.457,
HD 202923,--,21,17,2.053,53,59,51.69,6.13,6.18,
HD 202606,--,21,17,13.535,-13,16,44.31,6.402,6.421,
HD 202987,--,21,17,14.247,55,47,52.8,5.975,7.43,
HD 203025,--,21,17,18.789,58,36,41.33,6.425,6.579,
HD 202862,--,21,17,23.183,42,41,0.86,6.159,6.056,
* sig Cyg,--,21,17,24.952,39,23,40.85,4.24,4.37,
* ups Cyg,--,21,17,55.087,34,53,48.77,4.42,4.32,
* eps Mic,--,21,17,56.284,-32,10,21.15,4.708,4.771,
*  30 Cap,--,21,17,57.287,-17,59,6.51,5.383,5.263,
HD 202299,--,21,18,0.49,-64,40,53.7,6.313,6.249,
*  15 Aqr,--,21,18,11.072,-4,31,10.14,5.812,5.679,
*  68 Cyg,--,21,18,27.186,43,56,45.39,5,4.99,
V* V422 C,ep               ,21,18,32.426,61,11,3.82,6.49,8.03,
* alf Cep,--,21,18,34.772,62,35,8.07,2.46,2.68,
HD 202951,--,21,18,52.025,11,12,12.18,5.951,7.585,
HD 202773,--,21,18,54.179,-28,45,56.95,6.4,7.37,
HD 203096,--,21,18,55.329,41,2,25.86,6.15,6.41,
HD 203338,--,21,19,15.684,58,37,24.63,5.75,7.09,
*   6 Cep,--,21,19,22.22,64,52,18.68,5.18,5.14,
V* V1334 ,Cyg              ,21,19,22.177,38,14,14.87,5.882,6.364,
HD 203245,--,21,19,28.75,49,30,37.06,5.74,5.61,
V* T Ind ,--,21,20,9.483,-45,1,18.81,6,8.33,
HD 203206,--,21,20,14.076,22,1,34.24,6.282,6.17,
HD 203574,--,21,20,33.447,60,45,23.06,6.104,7.113,
* tet01 M,ic               ,21,20,45.626,-40,48,34.36,4.82,4.84,
HD 203358,--,21,20,50.053,32,27,7.98,5.68,10,
*  16 Aqr,--,21,21,4.319,-4,33,36.45,5.848,6.777,
*   9 Equ,--,21,21,4.825,7,21,16.22,5.798,7.46,
HD 203010,--,21,21,16.6,-49,56,17.69,6.38,7.727,
HD 203439,--,21,21,21.937,32,36,45.85,6.037,6.094,
HD 203644,--,21,22,0.418,49,23,19.84,5.671,6.768,
*   1 Peg,--,21,22,5.199,19,48,16.24,4.09,5.2,
* iot Cap,--,21,22,14.796,-16,50,4.36,4.27,5.18,
HD 203630,--,21,22,42.058,30,18,35.57,6.06,7.143,
* bet Equ,--,21,22,53.614,6,48,40.11,5.148,5.208,
*  17 Aqr,--,21,22,56.259,-9,19,9.58,5.965,7.514,
HD 203475,--,21,23,0.494,-22,40,8.58,5.6,7.228,
HD 203857,--,21,23,48.389,37,21,5.32,6.43,7.92,
HD 203607,--,21,23,55.895,-25,12,8.95,6.47,7.6,
HD 203803,--,21,23,58.826,24,16,26.88,5.688,6.01,
HD 203858,--,21,24,7.447,25,18,44.72,6.19,6.21,
HD 203639,--,21,24,7.931,-22,44,49.53,6.373,7.389,
*  33 Cap,--,21,24,9.593,-20,51,6.74,5.366,6.535,
*  18 Aqr,--,21,24,11.492,-12,52,41.2,5.476,5.758,
V* Y Pav ,--,21,24,16.75,-69,44,1.97,6.41,9.23,
HD 203548,--,21,24,20.844,-46,36,52.94,6.293,6.518,
HD 203886,--,21,24,23.134,24,31,42.21,6.339,7.399,
HD 203842,--,21,24,24.563,10,10,27.27,6.317,6.792,
* tet02 M,ic               ,21,24,24.818,-41,0,24.1,5.775,5.725,
HD 203925,--,21,24,34.005,26,10,28.41,5.658,5.967,
HD 205072,--,21,24,49.551,80,31,29.37,5.965,6.914,
*  20 Aqr,--,21,24,51.675,-3,23,54.09,6.375,6.711,
*  19 Aqr,--,21,25,13.016,-9,44,54.79,5.713,5.906,
*  21 Aqr,--,21,25,16.958,-3,33,24.3,5.469,6.938,
HD 203212,--,21,25,18.047,-71,47,56.61,6.09,7.367,
*  69 Cyg,--,21,25,47.025,36,40,2.59,5.94,5.86,
HD 204041,--,21,25,51.585,0,32,3.62,6.45,6.593,
* gam Ind,--,21,26,15.439,-54,39,37.65,6.082,6.435,
HD 203949,--,21,26,22.874,-37,49,45.95,5.62,6.826,
* gam Pav,--,21,26,26.605,-65,21,58.31,4.22,4.7,
V* IK Peg,--,21,26,26.661,19,22,32.32,6.064,6.294,
* zet Cap,--,21,26,40.026,-22,24,40.8,3.74,4.75,
HD 204428,--,21,26,44.97,52,53,54.73,5.987,5.873,
HD 204411,--,21,26,51.621,48,50,6.6,5.31,5.38,
HD 204018,--,21,27,1.623,-42,32,52.55,5.579,5.97,
*  35 Cap,--,21,27,14.821,-21,11,46.38,5.76,7.215,
*  70 Cyg,--,21,27,21.366,37,7,0.47,5.293,5.142,
V* V426 C,ep               ,21,27,25.277,59,45,0.28,6.129,7.822,
*  35 Vul,--,21,27,40.057,27,36,30.93,5.379,5.421,
*   7 Cep,--,21,27,46.141,66,48,32.74,5.41,5.299,
HD 204445,--,21,28,24.838,8,11,44.32,6.41,8.06,
* bet Cep,--,21,28,39.597,70,33,38.57,3.23,3.01,
* b Cap  ,--,21,28,43.401,-21,48,25.85,4.5,5.4,
V* SX Pav,--,21,28,44.925,-69,30,19.39,5.62,6.97,
HD 204754,--,21,28,52.739,55,25,7.34,6.127,6.22,
V* NV Peg,--,21,28,59.771,22,10,45.98,5.95,7.31,
HD 204560,--,21,28,59.918,17,54,21.28,6.401,7.81,
HD 204228,--,21,29,0.147,-53,42,21.28,6.38,7.524,
*   5 PsA,--,21,29,3.742,-31,14,18.82,6.5,6.53,
* g Cyg  ,--,21,29,26.95,46,32,26.1,5.217,6.188,
HD 204603,--,21,29,34.495,6,34,52.96,6.41,7.6,
*   2 Peg,--,21,29,56.895,23,38,19.82,4.509,6.088,
HD 204965,--,21,30,20.333,52,57,28.79,6.007,6.079,
HD 205139,--,21,30,59.291,60,27,33.95,5.522,5.604,
HD 204862,--,21,31,9.629,12,8,14.91,6.093,6.05,
BD+51  30,79,21,31,27.475,52,37,11.47,6.18,7.051,
* bet Aqr,--,21,31,33.532,-5,34,16.23,2.89,3.71,
HD 205011,--,21,31,50.144,23,50,42.55,6.42,7.5,
HD 202418,--,21,32,3.063,-84,48,36.25,6.404,7.811,
* ksi Gru,--,21,32,5.876,-41,10,45.52,5.286,6.396,
*   6 PsA,--,21,32,14.571,-33,56,40.65,5.958,6.016,
HD 204943,--,21,32,33.262,-24,35,25.51,6.428,6.625,
HD 205314,--,21,32,56.591,49,58,39.47,5.755,5.721,
HD 204873,--,21,33,17.613,-52,44,15.99,6.404,7.891,
HD 205349,--,21,33,17.885,45,51,14.45,6.209,8.01,
HD 203955,--,21,33,21.146,-80,2,21.7,6.466,6.504,
HD 204960,--,21,33,23.514,-44,50,55.35,5.563,6.616,
HD 203532,--,21,33,54.574,-82,40,59.11,6.38,6.51,
* rho Cyg,--,21,33,58.853,45,35,30.62,4.02,4.91,
HD 205096,--,21,34,17.158,-42,55,28.85,6.324,7.429,
HD 205551,--,21,34,27.463,51,41,54.48,6.163,6.14,
HD 205420,--,21,34,33.975,22,45,16.28,6.451,6.946,
HD 205422,--,21,34,45.911,18,19,44.15,6.47,7.74,
*  72 Cyg,--,21,34,46.586,38,32,2.63,4.91,5.99,
*  37 Cap,--,21,34,51.053,-20,5,3.35,5.696,6.096,
HD 205265,--,21,34,53.002,-29,41,46.03,6.42,6.306,
HD 205342,--,21,35,15.957,-23,27,15.53,6.382,7.492,
HD 205423,--,21,35,17.621,-3,58,59.9,5.778,6.888,
HD 205539,--,21,35,19.116,28,11,51.39,6.31,6.66,
V* V431 C,ep               ,21,35,25.936,68,13,9.45,6.45,6.37,
HD 205541,--,21,35,27.037,24,27,7.78,6.22,6.35,
V* W Cyg ,--,21,36,2.496,45,22,28.53,5.38,6.97,
*   8 PsA,--,21,36,10.973,-26,10,17.47,5.725,5.942,
HD 205688,--,21,36,13.982,30,3,19.52,6.21,7.23,
*   7 PsA,--,21,36,48.8,-33,2,52.43,6.099,6.313,
*  74 Cyg,--,21,36,56.971,40,24,48.58,5.035,5.22,
* eps Cap,--,21,37,4.831,-19,27,57.65,4.55,4.35,
HD 205939,--,21,37,27.874,44,41,47.57,6.2,6.4,
HD 205765,--,21,37,33.763,0,23,26.02,6.214,6.274,
HD 206040,--,21,37,38.809,54,2,31.89,6.159,7.161,
*   3 Peg,--,21,37,43.646,6,37,6.21,6.177,6.211,
* ksi Aqr,--,21,37,45.109,-7,51,15.13,4.69,4.86,
*   5 Peg,--,21,37,45.43,19,19,6.98,5.448,5.753,
